bus,vA_pu,vB_pu,vC_pu,vmin_pu,vmax_pu,distance_km,under_vmin,over_vmax
13691508,1.0083056307939593,1.0082831378223678,1.010217424042448,1.0082831378223678,1.010217424042448,0.0041362000000000005,false,false
12936053,1.0085240219845149,1.0083022644293054,1.0101955171017145,1.0083022644293054,1.0101955171017145,0.0047012,false,false
9402918,1.008537716460719,1.0083093120100013,1.0101982245664711,1.0083093120100013,1.0101982245664711,0.0044152,false,false
9402916,1.0085401401957548,1.0083114642754483,1.0101978406849708,1.0083114642754483,1.0101978406849708,0.0044672,false,false
9739978,1.0084259842818803,1.0083120136969421,1.010217424042448,1.0083120136969421,1.010217424042448,0.0096412,false,false
13435077,1.0084259842818803,1.0083120136969421,1.010217424042448,1.0083120136969421,1.010217424042448,0.0091122,false,false
17855756,1.0085598403412965,1.008322708533722,1.0102006806223498,1.008322708533722,1.0102006806223498,0.0041812,false,false
9402917,1.008616877680138,1.0083564100140079,1.0102078092428979,1.0083564100140079,1.0102078092428979,0.0038322,false,false
14710390,1.0086492623003558,1.0084077323070666,1.010217424042448,1.0084077323070666,1.010217424042448,0.0064922,false,false
12936066,1.0086323205513652,1.0084197020881513,1.0102078095325817,1.0084197020881513,1.0102078095325817,0.0031361999999999996,false,false
13408540,1.0085697094465171,1.0084197020881513,1.0102078095325817,1.0084197020881513,1.0102078095325817,0.0041962,false,false
12970598,1.0086941369098805,1.0084197020881513,1.0102078095325817,1.0084197020881513,1.0102078095325817,0.0018541999999999999,false,false
12936056,1.0086788602409482,1.0084197020881513,1.0102078095325817,1.0084197020881513,1.0102078095325817,0.0026731999999999997,false,false
